0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63
0.379006952047348,0.8359624743461609,1.898614527817699e-07,0.2871822416782379,0.7907834053039551,0.0008579331915825,0.2387615144252777,0.6897899508476257,0.0179371796548366,0.2156459838151931,0.604758620262146,0.0307706445455551,0.189945176243782,0.5507405996322632,0.0445568636059761,0.3158619999885559,0.550355851650238,0.0571356900036335,0.293943703174591,0.4514275193214416,0.0679061114788055,0.2809924483299255,0.3924638926982879,0.0653405115008354,0.2748063206672668,0.3402853012084961,0.0602487213909626,0.3686372637748718,0.5317226648330688,0.0482571385800838,0.3596639037132263,0.4174480438232422,0.0641305670142173,0.3539367020130157,0.3466405868530273,0.0622475631535053,0.3483249247074127,0.2972954213619232,0.057829700410366,0.4178032577037811,0.5371133089065552,0.0330823436379432,0.4237728714942932,0.4307565093040466,0.0389669090509414,0.4221929609775543,0.3687768578529358,0.0337686687707901,0.4187850952148437,0.3190071582794189,0.027695920318365,0.4657151699066162,0.5583938360214233,0.0155041981488466,0.4942115545272827,0.475426971912384,0.0148063628003001,0.5081644058227539,0.4192725419998169,0.0113573744893074,0.5182868242263794,0.3661567568778991,0.007932030595839,hello
0.3122472465038299,0.8375629782676697,2.217366841250623e-07,0.2295548170804977,0.7853301167488098,0.0091532738879323,0.1960237324237823,0.6862754821777344,0.0308709926903247,0.1817688792943954,0.6092900037765503,0.0457034818828105,0.1618818640708923,0.5578299164772034,0.0613435804843902,0.2770404815673828,0.5718221664428711,0.073617547750473,0.265276551246643,0.4875350296497345,0.0928830727934837,0.2561916708946228,0.4337187707424164,0.0986194759607315,0.2522412240505218,0.3904917240142822,0.1002228781580925,0.3223474621772766,0.5568256378173828,0.0632214397192001,0.3256172239780426,0.4606596827507019,0.0886407196521759,0.3272055387496948,0.4026333093643188,0.0963784307241439,0.3263032436370849,0.3613338470458984,0.1006053909659385,0.3659119009971618,0.5626386404037476,0.0462266206741333,0.3832537233829498,0.4724839329719543,0.0572760328650474,0.3901850283145904,0.4175612330436706,0.0564986243844032,0.3921238780021667,0.3750252723693847,0.0555571652948856,0.4043804407119751,0.5815487504005432,0.0273172669112682,0.445914626121521,0.5112443566322327,0.0276731308549642,0.470120906829834,0.4624637365341186,0.0246075615286827,0.489395260810852,0.4197188019752502,0.0235828943550586,hello
0.3178416192531585,0.9642168879508972,1.002790881443616e-07,0.2388282269239425,0.8936414122581482,0.0063414745964109,0.205369085073471,0.7719478011131287,0.0263738892972469,0.1895634680986404,0.6827578544616699,0.0408676117658615,0.1648696362972259,0.6225330829620361,0.056172702461481,0.2926644682884216,0.6370809078216553,0.0636444315314292,0.2802412807941437,0.533887505531311,0.075275644659996,0.2695448994636535,0.4728457629680633,0.0737383738160133,0.2626277208328247,0.4194994866847992,0.0693365782499313,0.3429745137691498,0.6270965337753296,0.0507569499313831,0.348564088344574,0.5089627504348755,0.0658048242330551,0.3501093983650207,0.4370064735412597,0.0651108399033546,0.3469088077545166,0.3850515782833099,0.0621929056942462,0.3882813453674316,0.6427191495895386,0.0315324403345584,0.4071125090122223,0.5291419625282288,0.0355980470776557,0.410866230726242,0.4615379571914673,0.0300064701586961,0.4099704623222351,0.4054130315780639,0.0242107864469289,0.4298672080039978,0.6729196310043335,0.0102707706391811,0.4713611900806427,0.5856542587280273,0.0052609965205192,0.4936911463737488,0.5247378945350647,-0.0008284466457553,0.5112028121948242,0.4681360721588135,-0.0054330769926309,hello
0.2687521874904632,0.964476764202118,1.0269320682709805e-07,0.188285544514656,0.9044204354286194,0.0049124718643724,0.1484626531600952,0.7906297445297241,0.0220390167087316,0.1273067891597747,0.7064797878265381,0.033731136471033,0.0997577160596847,0.651614785194397,0.0457383282482624,0.2266278862953186,0.6488815546035767,0.0555108003318309,0.2069977670907974,0.5506988763809204,0.06454598903656,0.1923757195472717,0.4925938248634338,0.0621144920587539,0.18217633664608,0.4420367181301117,0.0569137223064899,0.2756783962249756,0.6328296661376953,0.0420866496860981,0.2744515538215637,0.5158713459968567,0.0526243597269058,0.271373301744461,0.4441683888435364,0.0494434274733066,0.2648691534996032,0.3930214047431946,0.0448521450161933,0.3211061954498291,0.6434723138809204,0.0228178817778825,0.3348506391048431,0.5300884246826172,0.0224778410047292,0.3354187607765198,0.4612199962139129,0.0135260922834277,0.3310598134994507,0.4039148986339569,0.005458808504045,0.3633223176002502,0.6710885167121887,0.0018732347525656,0.4045702815055847,0.5847188234329224,-0.0058125066570937,0.4260908961296081,0.5218799114227295,-0.0140978880226612,0.4409226775169372,0.4626007080078125,-0.0206627268344163,hello
0.3640170097351074,1.0215131044387815,1.7619120740164362e-07,0.2835723757743835,0.972315788269043,-0.0086600417271256,0.2310638129711151,0.8658695816993713,-0.0040173106826841,0.2007402330636978,0.7780761122703552,-0.0022629415616393,0.1664928793907165,0.7176585793495178,0.0002203218464273,0.2965437173843384,0.7042379975318909,0.0303560867905616,0.2681116461753845,0.6002423763275146,0.027858754619956,0.2510923743247986,0.5379719734191895,0.0172229874879121,0.2392980903387069,0.4832507967948913,0.0064491904340684,0.346551775932312,0.6861250400543213,0.02017143368721,0.334040105342865,0.5625328421592712,0.0207931473851203,0.3255609571933746,0.4894653260707855,0.0113420644775033,0.3166089057922363,0.434529185295105,0.0019407947547733,0.3952382504940033,0.6942748427391052,0.0042851846665143,0.3948547542095184,0.5736058950424194,-0.0022506555542349,0.3897866606712341,0.5028724670410156,-0.0114773735404014,0.381952553987503,0.4434700608253479,-0.0201422423124313,0.4442921876907348,0.722416341304779,-0.0142779424786567,0.4728236794471741,0.6296573877334595,-0.0238994099199771,0.4866233468055725,0.5654479265213013,-0.030015330761671,0.4953892230987549,0.5049591064453125,-0.0353391170501709,hello
0.3401120007038116,0.9305242300033568,1.29933084735967e-07,0.2667348980903625,0.863803505897522,-0.0031003362964838,0.2251986265182495,0.7492634654045105,0.0048647844232618,0.2018900066614151,0.6620603799819946,0.0086769992485642,0.1764717400074005,0.5995340347290039,0.013289007358253,0.3058646619319916,0.6044116020202637,0.03662671148777,0.2872896194458008,0.4989625811576843,0.0352310128509998,0.274770438671112,0.4366236925125122,0.026527252048254,0.2660849690437317,0.3836094439029693,0.017529172822833,0.3565945625305176,0.5933088064193726,0.0241021942347288,0.3577048480510711,0.4701434671878814,0.0247797276824712,0.3570452928543091,0.3964592516422272,0.0171528290957212,0.3526126742362976,0.3408088982105255,0.009992092847824,0.4044637084007263,0.6089622378349304,0.0059447311796247,0.4177041053771972,0.4890261888504028,-0.0016616156790405,0.4201606512069702,0.4180403649806976,-0.0109270997345447,0.4167866706848144,0.3569918274879455,-0.0184296108782291,0.4495088756084442,0.6459686756134033,-0.0143308052793145,0.4902953803539276,0.5605621933937073,-0.025624381378293,0.5113013386726379,0.4984415173530578,-0.0327323600649833,0.5252152681350708,0.4395568370819092,-0.0379635505378246,hello
0.3395991623401642,0.9302507042884828,1.568672587382025e-07,0.2627717852592468,0.8784433603286743,-0.0090430350974202,0.2183107435703277,0.7636210918426514,-0.0025110330898314,0.1982252150774002,0.6749650835990906,0.0015038845594972,0.1719517707824707,0.6153985261917114,0.0062763118185102,0.2960867583751678,0.6203145980834961,0.0265219174325466,0.2778187692165375,0.5231882333755493,0.0255228616297245,0.2674195170402527,0.4648221135139465,0.0181234385818243,0.2612337172031402,0.4145345389842987,0.0095949918031692,0.3459801971912384,0.6066648960113525,0.0173369608819484,0.3444930613040924,0.4921662211418152,0.0185665469616651,0.3429656028747558,0.4238723516464233,0.0126040950417518,0.3393493890762329,0.3748502433300018,0.0062844632193446,0.3931477963924408,0.6193118095397949,0.0024535893462598,0.404400885105133,0.5069704055786133,-0.0056903725489974,0.4053329825401306,0.4414875507354736,-0.0147144710645079,0.4023942053318023,0.3866329491138458,-0.0222746953368186,0.4373458623886108,0.651879608631134,-0.0149066532030701,0.4765833616256714,0.5709771513938904,-0.0281835179775953,0.4978237450122833,0.5125913619995117,-0.0371688492596149,0.513239860534668,0.4573866724967956,-0.0437181256711483,hello
0.3508009314537048,0.943006694316864,2.0866890437787333e-08,0.2678733468055725,0.8732253909111023,0.0032016432378441,0.2309579253196716,0.7444137930870056,0.0218041222542524,0.220492735505104,0.6500132083892822,0.0355078689754009,0.1985457092523574,0.5872718095779419,0.0497173555195331,0.3186211585998535,0.6024275422096252,0.0534624829888343,0.3000335991382599,0.4951218068599701,0.0586742050945758,0.2855761647224426,0.4298284649848938,0.0529388338327407,0.2743673920631408,0.3755353391170501,0.0456450469791889,0.372890442609787,0.5905221700668335,0.04062045738101,0.3713244795799255,0.4614042937755584,0.0475352592766284,0.369059681892395,0.3837299644947052,0.0407253056764602,0.3638207614421844,0.3249993324279785,0.0333862192928791,0.4224805533885956,0.6057794094085693,0.0218699220567941,0.434808999300003,0.4806075990200043,0.0180596001446247,0.4358683824539184,0.4072847664356231,0.0067178839817643,0.432582676410675,0.3450655937194824,-0.0028689831960946,0.469297856092453,0.6394909620285034,0.001400313922204,0.5076169967651367,0.5476740002632141,-0.0079188775271177,0.5268262624740601,0.4825578927993774,-0.0165556389838457,0.5394486784934998,0.4205166101455688,-0.0236243456602096,hello
0.3919972479343414,0.9681086540222168,1.5457794688700233e-07,0.3220978081226349,0.9005827903747559,-0.0039071380160748,0.282349944114685,0.7846060991287231,0.001585558289662,0.2604492902755737,0.6965576410293579,0.0030403120908886,0.2327077388763427,0.6351222395896912,0.0045942934229969,0.3599697351455688,0.6396097540855408,0.0279475040733814,0.3400993943214416,0.531429648399353,0.0227614473551511,0.326274961233139,0.4651753604412079,0.0119916489347815,0.3160409927368164,0.4094732701778412,0.0012388033792376,0.4091593623161316,0.6291829943656921,0.0141191305592656,0.4124371707439422,0.4984054267406463,0.0095710409805178,0.4131557941436767,0.4187897741794586,-0.0020650362130254,0.4109748601913452,0.3559323847293854,-0.0121990572661161,0.4550779163837433,0.6462370753288269,-0.0046318913809955,0.4702359735965729,0.5189003944396973,-0.0167101863771677,0.4746664464473724,0.442432165145874,-0.0307309031486511,0.4732038974761963,0.375205248594284,-0.0420698039233684,0.4986296892166137,0.6866472363471985,-0.0250787027180194,0.5427418947219849,0.6020098924636841,-0.0395275056362152,0.5651962161064148,0.5383256673812866,-0.0494410209357738,0.5793171525001526,0.4775929450988769,-0.0574099346995353,hello
0.3714964985847473,0.9324308037757874,1.2254805881184438e-07,0.3015873730182647,0.8904069662094116,-0.0068535502068698,0.2561263740062713,0.7882379293441772,-0.00051045458531,0.2348578423261642,0.710307776927948,0.0033194725401699,0.2080658823251724,0.6580836772918701,0.0075685372576117,0.3180238008499145,0.6477489471435547,0.024403853341937,0.2953117191791534,0.5582956075668335,0.0216910522431135,0.2816374897956848,0.5029163360595703,0.0129956360906362,0.2723460793495178,0.4545308947563171,0.0040137157775461,0.3627010881900787,0.6319374442100525,0.0150024853646755,0.3587165474891662,0.524484395980835,0.0136635294184088,0.3554182946681976,0.4588438272476196,0.0056584337726235,0.3509034514427185,0.4086869955062866,-0.0019039245089516,0.404944360256195,0.6403547525405884,0.0006326117436401,0.4115598797798157,0.5346649289131165,-0.00768314441666,0.4101583957672119,0.471849262714386,-0.0171548686921596,0.4054770767688751,0.4178278744220733,-0.0249090958386659,0.4456775188446045,0.6668853759765625,-0.0158953964710235,0.4752585589885711,0.5839420557022095,-0.0273528676480054,0.4894388914108276,0.5251439809799194,-0.0348940528929233,0.4980634152889251,0.4690349400043487,-0.0407236628234386,hello
0.4097855985164642,0.904930293560028,1.3338319604372373e-07,0.3401108980178833,0.8588416576385498,-0.0086851101368665,0.2966132462024688,0.7605348825454712,-0.0045268940739333,0.2745982408523559,0.6820470690727234,-0.0029462648089975,0.2474538832902908,0.6291566491127014,-0.0011304325889796,0.3615783751010895,0.6299019455909729,0.0242126081138849,0.3390318751335144,0.5430620908737183,0.019697280600667,0.3250938653945923,0.4892362952232361,0.0088182492181658,0.3157615661621094,0.4416611194610595,-0.0015762298135086,0.4052195250988006,0.6143854856491089,0.0151262478902935,0.3997324407100677,0.5046333074569702,0.0119681255891919,0.3940189480781555,0.4350605607032776,0.0008277067681774,0.3878374099731445,0.3803117573261261,-0.0092853950336575,0.4457845389842987,0.6207650303840637,0.0009635885362513,0.4494492709636688,0.5136603116989136,-0.0079437028616666,0.4446094036102295,0.4485859274864197,-0.0199370831251144,0.4366060793399811,0.3935184776782989,-0.0296223443001508,0.4852877259254455,0.6444705128669739,-0.0154599929228425,0.5096811056137085,0.5589010119438171,-0.0263897962868213,0.5191878080368042,0.4989404082298279,-0.0343454703688621,0.5225244164466858,0.443463921546936,-0.0408321879804134,hello
0.4258092939853668,0.9003658294677734,1.797303355033364e-07,0.34848552942276,0.849618136882782,-0.0077613438479602,0.3061196506023407,0.7529767751693726,0.0001936976186698,0.2867971062660217,0.6712786555290222,0.005307740997523,0.2652969360351562,0.6101908683776855,0.0112580554559826,0.3788125813007355,0.6298179030418396,0.0360682867467403,0.3592399656772613,0.5390720963478088,0.0372029058635234,0.3475321233272552,0.4831718206405639,0.0292709358036518,0.3407769799232483,0.434383749961853,0.0205389857292175,0.425821304321289,0.6163735389709473,0.0285599250346422,0.4207354485988617,0.5078706741333008,0.0318566113710403,0.4168393611907959,0.4403384923934936,0.0228710900992155,0.4125019609928131,0.388688862323761,0.0139216659590601,0.4705894291400909,0.6236945986747742,0.0153171885758638,0.47548508644104,0.5193542242050171,0.0109147820621728,0.4729461669921875,0.4548251628875732,-0.0002951412461698,0.4678283035755157,0.4007215499877929,-0.0098341247066855,0.5147117972373962,0.647175669670105,-0.0003297750372439,0.5426660180091858,0.5683058500289917,-0.0078983725979924,0.5547791123390198,0.5123451352119446,-0.0149500807747244,0.5616245269775391,0.4599802494049072,-0.0209591872990131,hello
